Date,Type,Tag,Sending Wallet,Sent Amount,Sent Currency,Sent Cost Basis,Receiving Wallet,Received Amount,Received Currency,Received Cost Basis,Fee Amount,Fee Currency,Gain (USD),Net Value (USD),Fee Value (USD),TxSrc,TxDest,TxHash,Description
2024-02-16 13:44:42 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000431745,0.0011213431,,,,8EcSUZkjyqNzUSU8qbFL3VrSrLif7AWoui7F2uwPHVUZxeSccDHEKr5RF7RYRorxVfGWzGn66H9JLjoLHxyyueq,
2024-02-16 14:03:41 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.000054119,0.0011103986,,,,5zrJBGxYAosHDBPXJCDXbBZqhK7iR3FunUaaYRbXCdgJHkUqpBbtBRKjUgRnCGXoKk1D48rHopNvmUfn2XSF7RYr,
2024-02-16 14:07:07 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.000054119,0.0011103986,,,,5nh3y155PtsN4ViSusxBGEMeTfZWgJqkuBTMoCK3avZx7eeYFsKQjYVyPs4wcVBieGJxzxHtvpZJL7LX6sitQAwa,
2024-02-16 14:10:00 UTC,crypto_deposit,,,,,,Knox SOl,0.000000966,SOL,0.0001072645,,,,0.0001072645,,,,5XjyYUB2xwPXwLE3dongT9dA4FiJ613dpFNLAZKDjgVhDjSYJdzBDzxp8Z1L6TH3asZnkktAikEMUk2kShvh3F3q,
2024-02-16 14:24:35 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.264,NOS,0.8903324332,,,,0.8903324332,,,,3Q5LSyuGMhtEbM3uB7PBqxqTsp91167MhvmqQfhaoS8tvrAiC5uDcyAu7fpuXg3Vr1ZsrRY29Lx7QiZSrC7yMknq,
2024-02-16 14:24:35 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000270595,0.0005551993,,,,3Q5LSyuGMhtEbM3uB7PBqxqTsp91167MhvmqQfhaoS8tvrAiC5uDcyAu7fpuXg3Vr1ZsrRY29Lx7QiZSrC7yMknq,
2024-02-16 14:40:20 UTC,crypto_deposit,,,,,,Knox SOl,0.000002676,SOL,0.0002971427,,,,0.0002971427,,,,4Zkaoq9J1j1XQ6xnGFku6EgYeAqWfRmR1hV4i7yn32WY9UeD5p7GmyvVwomr7e7L5kbsyrawMVgxYaLrq19JX315,
2024-02-16 14:43:32 UTC,crypto_deposit,,,,,,Knox SOl,0.000002864,SOL,0.0003180182,,,,0.0003180182,,,,5ZmKszUXCbKrDyRCwGndrheB9wiAHuhZ3ANuHbj16dEdUgGvdS9JbxyvJRiFp6AgAqCsuc35rvZ3H4M8fqTFuJiW,
2024-02-16 14:52:16 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.6545,NOS,2.207282491,,,,2.207282491,,,,29zmz7N2G9B3ZLB7Gi4kgQnZhfdk1MLZZdM73spGQGmrLkUsArqdr62kUgUnFqD2LC9zd1imfzno4iYXPw8v2uBY,
2024-02-16 14:52:16 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000270595,0.0005551993,,,,29zmz7N2G9B3ZLB7Gi4kgQnZhfdk1MLZZdM73spGQGmrLkUsArqdr62kUgUnFqD2LC9zd1imfzno4iYXPw8v2uBY,
2024-02-16 14:52:37 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.000054119,0.0011103986,,,,626pAUKZk7ysQt3BGyZz6xmVk66FPLadszxZRgSoxgHsDXqvRPyq9iz7Y4XPaDpmuSKmiU8U4eGAATHKgdNAPQUN,
2024-02-16 15:34:24 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.397,NOS,1.311095,,,,1.311095,,,,32Ybof1UzJJqDMSZb4SHaaeGsq7VofT5oVDAQrt6RCmLLP5uPgu4WhtNSSEqa8X9q7wXmgsiyk3yarQVb32DXL93,
2024-02-16 15:34:24 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000355026,0.0005467562,,,,32Ybof1UzJJqDMSZb4SHaaeGsq7VofT5oVDAQrt6RCmLLP5uPgu4WhtNSSEqa8X9q7wXmgsiyk3yarQVb32DXL93,
2024-02-16 15:35:15 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000710051,0.0010935125,,,,32C5hrn7HCsh4bFxNxnu9H5kVR2PtNgd2z1gLTfJKahqtCnJ6289q3iqg3vt1bASacGRtWeacmmj3DDNtR7kqXQm,
2024-02-16 15:40:12 UTC,crypto_deposit,,,,,,Knox SOl,0.000001023,SOL,0.0001118663,,,,0.0001118663,,,,RMxHm7Je5HtH8YeE2o1Ct7mBmenAJ6Q4ZtYYxbxzyUTQU75HpnmiWFdtVT3SCyyKN9Sq9CgbywAJAfP3azJtNrP,
2024-02-16 16:26:02 UTC,crypto_deposit,,,,,,Knox SOl,0.000002666,SOL,0.0002908201,,,,0.0002908201,,,,5PP33rWnnbgwzsAH46L8oUuBeZFVLr77ALQLBa1ydupJqYKNohpBSjrLQNDYX6SN9f6a3xFJoWGDMLs8D7EzXgoy,
2024-02-16 16:27:43 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.344,NOS,1.238638282,,,,1.238638282,,,,phbSNXeTqBuqe79er4i34QG3gUAeCodjMs8LE73HQbzDByfoT4UnTi3dAifBk9dyQnSdVXTu9hYhM7gTzKp9iey,
2024-02-16 16:27:43 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000368348,0.000545424,,,,phbSNXeTqBuqe79er4i34QG3gUAeCodjMs8LE73HQbzDByfoT4UnTi3dAifBk9dyQnSdVXTu9hYhM7gTzKp9iey,
2024-02-16 16:27:54 UTC,crypto_deposit,,,,,,Knox SOl,0.000000274,SOL,0.0000298892,,,,0.0000298892,,,,b6vwNQtgXCthH2MQZSTkh4dGgXzZRZvNpa3xtmBNUNSNA7dAPCBBhiFUC4Yva9JJAmrLgraTxC7FpzUWBh3dnJa,
2024-02-16 16:28:02 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000736695,0.0010908481,,,,2HUVJrqcXmc4fZuFmYARJxZ7DVm8aQM8wcSp34qJd4PA8fRgaw1HZnRkCKTqRybrgH3bkfAjnVtF24vzxWpF7Wgj,
2024-02-16 17:02:20 UTC,crypto_deposit,,,,,,Knox SOl,0.000002634,SOL,0.0002876612,,,,0.0002876612,,,,66QkGMmr9CtPcq6BsXjRRmzQfApDNKbwmSd71mnzGBgAycjJHidfAEWkPo3TrapKhyvPh76LsUaGT5E6xgtGDDo2,
2024-02-16 17:14:38 UTC,crypto_deposit,,,,,,Knox SOl,0.00000403,SOL,0.0004401194,,,,0.0004401194,,,,2xN86Cadw78urtwWPvrtRkHDaT8TbZjGJSaJ8vrEwcnp6wCKCMWFGtZCaaCAoXCNHdAsmT6iTMxo5mW6PutjQr9x,
2024-02-16 17:15:57 UTC,crypto_deposit,,,,,,Knox SOl,0.00000046,SOL,0.000050237,,,,0.000050237,,,,3xDcGztq3xPjh9cfu98Qr4ujddVWmrmNvnYmHkFAgiSybWsxcvXGDRkCdhox3LqUjigKZ57DcFsrDw5tbdZBi3jy,
2024-02-16 17:22:32 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.248,NOS,0.9347133944,,,,0.9347133944,,,,2otYanrNDugU4oSSJRCWT5R9N2xZo7L4jiAZxCxJVpeZedjpQcDnByvgAEsMHQY3Tmrm8a9zr33ewbH4SDRbttQA,
2024-02-16 17:22:32 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.000036205,0.0005460538,,,,2otYanrNDugU4oSSJRCWT5R9N2xZo7L4jiAZxCxJVpeZedjpQcDnByvgAEsMHQY3Tmrm8a9zr33ewbH4SDRbttQA,
2024-02-16 17:22:48 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000724099,0.0010921077,,,,2RFxCG94KPBw594GWahUuujWE33QSTj5mZaJ3fM9KBrSWQMtuBEtA1dgwyPzPXE6p72P6QPGzNfm4oJJ4qc74TPs,
2024-02-16 17:33:37 UTC,crypto_deposit,,,,,,Knox SOl,27574.53819,HOWDY,2.247920944,,,,2.247920944,,,,5QcnUHVS1WnXfVDD7iX6AFb4kTqSthQ6WzUZZqRvi4hJeSYtkhjNPCjCDryt8pjsKXQrR8kraaN5CGWX1v6dbxs2,
2024-02-16 17:33:37 UTC,crypto_withdrawal,,Knox SOl,0.502068728,SOL,58.46678826,,,,,,,-3.635476097,54.83131216,,,,5QcnUHVS1WnXfVDD7iX6AFb4kTqSthQ6WzUZZqRvi4hJeSYtkhjNPCjCDryt8pjsKXQrR8kraaN5CGWX1v6dbxs2,
2024-02-16 17:41:40 UTC,crypto_deposit,,,,,,Knox SOl,0.000002576,SOL,0.0002813269,,,,0.0002813269,,,,5TrvWMSwKhV27TdRw8vYsrqHqtQ714aDQpRp7HKLmUei1zHGvjDyNCBZUi7j8XUTrX45ssYyV7FvZPc5Ap7jwKG7,
2024-02-16 17:43:01 UTC,crypto_deposit,,,,,,Knox SOl,0.000000238,SOL,0.0000259922,,,,0.0000259922,,,,4Zkk9NSuYdY5G9jBJ2jNHskTURpaLgjsMyHw1picUQm2jyZEp4LMB1LTgBnh5rjj35CDhFJ1ytkxjcVNc8NjSQXV,
2024-02-16 17:55:20 UTC,crypto_deposit,,,,,,Knox SOl,0.00000296,SOL,0.0003232639,,,,0.0003232639,,,,2tsETG5jDQSmMdHDW48sxwZPUMoUwn7Qvip1cVmR29PatxGrjoHW7oqCARRNQePgVbHBS9ogcUYVfFPZdaGo5z4u,
2024-02-16 18:10:39 UTC,crypto_deposit,,,,,,Coinbase,333.5294366,SUI,,,,,0,,,,48MxAKd3gX8YWg291MeLJ9oUCtfvDUdGbtor4vdyMj46,Received SUI From SUI address
2024-02-16 18:10:44 UTC,crypto_deposit,,,,,,Coinbase,3.332950431,SUI,5.94,,,,5.94,,,,C9fQXPXwCAfzQG1FkBc1jYhyGqrvCmGCtt62LedLWHqr,Received SUI From SUI address
2024-02-16 18:11:10 UTC,crypto_deposit,,,,,,Coinbase,0.00010836,SUI,,,,,0,,,,FoVSQBZv4MzeEpxM4wdchwxgzd8SBMp1DZ6eBfNEqPr2,Received SUI From SUI address
2024-02-16 18:11:36 UTC,sell,,Coinbase,336.9,SUI,5.94,Coinbase,601.19,USD,,2.4,USD,592.85,601.19,2.4,,,7f166658-f2a8-4e9e-8a9b-49b5fdfd5cc1,advanced trade
2024-02-16 18:11:47 UTC,buy,,Coinbase,298.18,USD,,Coinbase,0.00575066,BTC,299.37,1.19,USD,,298.18,1.19,,,ffd137b3-68a8-497b-80fd-649358cfea89,advanced trade
2024-02-16 18:12:10 UTC,fiat_withdrawal,,Coinbase,299.4,USD,,,,,,,,,299.4,,,"JPMORGAN CHASE BANK, NA ****7794",,"Withdrew funds To JPMORGAN CHASE BANK, NA ****7794"
2024-02-16 18:14:37 UTC,crypto_deposit,,,,,,Knox SOl,0.000002644,SOL,0.000288434,,,,0.000288434,,,,o523SgHUvhAhE1WP1XiaKNzMQmCkoKfY6T9m8Q8MAayrYYPE5Du5sgU3T11s3mpJzyDnuvQyP9kt1xfxGDsDCSF,
2024-02-16 18:23:36 UTC,crypto_withdrawal,Cost,Knox Sol Personal,0.000021,SOL,0.002445487,,,,,,,-0.0001545969,0.0022908901,,,,4VDmtFfchYSMXmZj7nqjy3cxbyQrTMMeqagNpL1kLm71qB2LpqRGWVWWHbyzM1TGavEmzqUXheCaNXN53DiJuqse,
2024-02-16 18:30:14 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3865,NOS,1.434386387,,,,1.434386387,,,,sSiP8ShYebUmh4h4oACmo5rkbQ4GcjmQZ8KKbSodjvsDoXhjSYxLv3jN7hvxgeqQwpMdAbgsLGueHQdM74nCfu2,
2024-02-16 18:30:14 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000368088,0.00054545,,,,sSiP8ShYebUmh4h4oACmo5rkbQ4GcjmQZ8KKbSodjvsDoXhjSYxLv3jN7hvxgeqQwpMdAbgsLGueHQdM74nCfu2,
2024-02-16 18:30:29 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000736176,0.0010909,,,,2hV68AmF3Gj6hhF558t9sY21vFA1J2REivCGg8eFqfzfQaaJYWtMVM3dgyAszbREL8pNuFjsMmhuaRwWizEEarwC,
2024-02-16 18:41:15 UTC,crypto_deposit,,,,,,Knox SOl,0.000003158,SOL,0.0003445062,,,,0.0003445062,,,,4z2XsVQLQiRk7E5YAC3aT29HpNy4XuHoESzTzUMUNxNZM3GwkK329W99FwEBBFMF1241UXxEBwbA1C3gHAEKRY79,
2024-02-16 18:43:29 UTC,crypto_deposit,,,,,,Knox SOl,0.00000015,SOL,0.0000163635,,,,0.0000163635,,,,4XMevne9kbiU4pgUempqJw3nQWXoaiXxUUYefpvtxmtpDdC6SP1ZVerXWJHM424LCj5Fuz1FGVH93XtpMLanfCFt,
2024-02-16 18:58:54 UTC,crypto_deposit,,,,,,Knox SOl,0.000004079,SOL,0.0004449781,,,,0.0004449781,,,,3maY5gc1cVyfm9XXjYGw5j1LyYu7Vp8m1FFSPyVJP5kKk9kzAS93DAdH6CJBingwH6Wa3yKJmZxifUPTE3PbguyA,
2024-02-16 19:24:45 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.29875,NOS,1.102286667,,,,1.102286667,,,,2m7Tc8mGig1yTvz8CgmHsaiUzfxZwaBF3u4q6b91i5P8TtQaoAvkoXYbMrBPqAnpTEeVHduQ1G16Uhrna3yteXyn,
2024-02-16 19:24:45 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000371518,0.000545107,,,,2m7Tc8mGig1yTvz8CgmHsaiUzfxZwaBF3u4q6b91i5P8TtQaoAvkoXYbMrBPqAnpTEeVHduQ1G16Uhrna3yteXyn,
2024-02-16 19:24:58 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000743035,0.0010902141,,,,2qtowAQMfp4fntGt7XPCiCA1xfMK918VoeRLKkTPTJjNDNzTAhcto9PhaoC35f9N5eiJaVjBQgF8qbSf6RsHG43N,
2024-02-16 19:55:21 UTC,crypto_deposit,,,,,,Knox SOl,0.000002683,SOL,0.0002925044,,,,0.0002925044,,,,5qC9JFBF1CWHudn2muQt4M1gAXsjn9KsBXFt531fmyzJMfa75RisBeENH5dkLFude4PdZLRruLwjEq7AAMSUZsn3,
2024-02-16 20:20:14 UTC,crypto_deposit,,,,,,Knox SOl,0.000003486,SOL,0.0003812575,,,,0.0003812575,,,,32VkFp3mE9De7G2iR8CveTFjr3tKgPoA5qa3EbHtTPbXz5nQ1TsqbAwR26RV2EJoRMzDYDesdTdU3ohSEzerYX19,
2024-02-16 20:27:59 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.324,NOS,1.214428028,,,,1.214428028,,,,5hXKvNdj985htmN7NV9zdKAWowvK5gWwJGixJzxHZU3834m9wXc2QNztP12qsakT4DQgviUH2CCPzG6UtauP6bkR,
2024-02-16 20:27:59 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000354178,0.000546841,,,,5hXKvNdj985htmN7NV9zdKAWowvK5gWwJGixJzxHZU3834m9wXc2QNztP12qsakT4DQgviUH2CCPzG6UtauP6bkR,
2024-02-16 20:28:15 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000708357,0.0010936819,,,,3ck3eZrnCbhidHNVhewxBG2crYhtEYNdC89JmtUeJZQFGy4PegnB8gnfS7Bd6Urz2xhfzRE4es4NFbAu752VPRuL,
2024-02-16 20:28:18 UTC,crypto_deposit,,,,,,Knox SOl,0.000003066,SOL,0.0003353229,,,,0.0003353229,,,,KLXAfoCjtVgMFpoWqFFghrLCxWFWRCREUUkpZcBGDu19kDUBuZV7s2fmCmiEJ4g7Fnecqxxq3kPzb4GUrakbQQz,
2024-02-16 21:24:21 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.2975,NOS,1.107489669,,,,1.107489669,,,,3KTbcownQo6mh3m6sSXdDRwne2MapFv2oCFUtRwFnUf5cyQoRnM2Ma8EaiankCLRdbi4VsSH79A7sJSCuxwGCpUa,
2024-02-16 21:24:21 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000346104,0.0005476484,,,,3KTbcownQo6mh3m6sSXdDRwne2MapFv2oCFUtRwFnUf5cyQoRnM2Ma8EaiankCLRdbi4VsSH79A7sJSCuxwGCpUa,
2024-02-16 21:24:36 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000692208,0.0010952968,,,,2o9XAgDAuR8k1dJRxZGFgSRydHotK9MtfUchuSxAzTBa4kmRvNX44RJ4nCKbWYSJB9h7MKFYqyyYiFLVbqa9PXdJ,
2024-02-16 22:17:14 UTC,crypto_deposit,,,,,,Knox SOl,0.000002531,SOL,0.000276644,,,,0.000276644,,,,3M3iGvb1yKsMMpoihivgNVii9cmhFCMXJEfgGFpWP2e9y6QPe971QrPQQYaq1uMQEzQWuDBPrdDmRLKUxajAM1Uy,
2024-02-16 22:23:30 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.28125,NOS,1.042809098,,,,1.042809098,,,,4WZQkEGCQr6Nrm5TuTzaao1QXfh4oHb4fzMa2WdrL34VnscEjWyYY4JVwixaN7woNSKBpbGQPDjXJDWsW3U8dxs8,
2024-02-16 22:23:30 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000357475,0.0005465113,,,,4WZQkEGCQr6Nrm5TuTzaao1QXfh4oHb4fzMa2WdrL34VnscEjWyYY4JVwixaN7woNSKBpbGQPDjXJDWsW3U8dxs8,
2024-02-16 22:23:46 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000714951,0.0010930225,,,,4KH6XDFBSMwNTzuAy6mUfDQsRUMLKzFTsWnACHwwtyK6kKZxd1pN72WzQkq47651BJLcAHZupUHmUcszddTqZxca,
2024-02-16 23:06:31 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000581057,0.0011064119,,,,2VUwwACbV15Fuzc216RzbuFLeQNq9mkndYJsLpaBdJXGnhYWbDnCEoYgNFTF5Gz9Er5Z75Ci1MU36zvQHMwb9Pu1,
2024-02-16 23:12:29 UTC,crypto_deposit,,,,,,Knox SOl,0.000001094,SOL,0.0001210415,,,,0.0001210415,,,,2p1T8kK6wzvTAee1fbz3GVWnsJU1wva4PMtyYd9AUS9DVTRLWfAzg8yaNdMQBgir9LQ9Ei6ZGUFS2CUKqGgN2jaH,
2024-02-16 23:27:15 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.31175,NOS,1.165823762,,,,1.165823762,,,,4VAKMRRbjY1J41ejZmF2odW3WWPyFQJ2HKL2YPz2rYaJbVf2EAjoNPicZaYBh4WBTQSn2q7aTL2CvRz9d4bgw8Es,
2024-02-16 23:27:15 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000290529,0.0005532059,,,,4VAKMRRbjY1J41ejZmF2odW3WWPyFQJ2HKL2YPz2rYaJbVf2EAjoNPicZaYBh4WBTQSn2q7aTL2CvRz9d4bgw8Es,
2024-02-17 00:12:32 UTC,crypto_deposit,,,,,,Knox SOl,0.000001837,SOL,0.0002039734,,,,0.0002039734,,,,PP4h4MrdG6mpEKc2UPNQLPk7uZAPGutCAmGdR3fe1RWdVNY8QK8wVqcXkNCKzWV5omqjK8qyPGGfKBneaZUxWNr,
2024-02-17 00:28:45 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.33175,NOS,1.271706008,,,,1.271706008,,,,57J6bMtBGyB8bLBZx36y4kKga6kdJoDymY9BZCcbDEFNiLVzLDywc9hjUNAJK2BsSJmAC88GJXn1UbWxcyzZN1fB,
2024-02-17 00:28:45 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000270782,0.0005551806,,,,57J6bMtBGyB8bLBZx36y4kKga6kdJoDymY9BZCcbDEFNiLVzLDywc9hjUNAJK2BsSJmAC88GJXn1UbWxcyzZN1fB,
2024-02-17 00:28:59 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000541563,0.0011103613,,,,4kVZshPXD9oEV46iQ3tZ1vMUC6msK86dc39zKanzT5vaw5MwRbMxQXsZf9sQXNzTNigT8hGATHhWT4BV9GPDgn2h,
2024-02-17 01:30:53 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.3625,NOS,1.368818006,,,,1.368818006,,,,5Gyzf3txcFyWM4kwKwVq1LTYePoF95zkheaqFgEH9LJoQMLAzYDaJGGRG1i9bFuS16G6DTVJ6m5uxHvCxQaCkfLV,
2024-02-17 01:30:53 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000337994,0.0005484594,,,,5Gyzf3txcFyWM4kwKwVq1LTYePoF95zkheaqFgEH9LJoQMLAzYDaJGGRG1i9bFuS16G6DTVJ6m5uxHvCxQaCkfLV,
2024-02-17 01:31:07 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000675987,0.0010969189,,,,3CjeQ58mJ3qo2K5zjzzgRxtDyLwJZhMyCzHJYTKTuxctm5DbG73Fd98tHrJAKc3TCqsSmzapEQ8W7LjcXxPCKa72,
2024-02-17 02:04:33 UTC,crypto_deposit,,,,,,Knox SOl,0.000003828,SOL,0.0004201158,,,,0.0004201158,,,,3RNujacydpjiZ933AY49z35tuWnAdcttWDpvRdQoadj9pXeUpwW3QmDzHsDMUTyqmSAunK7BNqzJvUeKeF1yZvvN,
2024-02-17 02:26:30 UTC,crypto_deposit,,,,,,Knox SOl,0.000004828,SOL,0.0005298639,,,,0.0005298639,,,,5CL1Kjgqst8qZ6G9RFMB6BK8KRJhbBf9irhFv4HMhgten8QjLwYomoK1bZvjHPSKwTpxdHPho7Rb6YseisnXCnP3,
2024-02-17 02:28:05 UTC,crypto_deposit,,,,,,Knox SOl,0.000000147,SOL,0.000016133,,,,0.000016133,,,,3zDWTRhxi9wxTkBj6KQBQ1GeKDMBmEmUAUs1b5zDXiF4DKdtawdyvNeBzQPM3JFA18KF4vxsDprQ6jNzuvuYcMcT,
2024-02-17 02:34:37 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.41525,NOS,1.561486014,,,,1.561486014,,,,5RY5x7ULEWbAYQfXc3GVBpMNEwyhiQhjkNDY94DRK6wGPdRcyLzQcFpe3ChGGkdvaS7LmfsNrdR422xJqLsJvSvr,
2024-02-17 02:34:37 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000335183,0.0005487405,,,,5RY5x7ULEWbAYQfXc3GVBpMNEwyhiQhjkNDY94DRK6wGPdRcyLzQcFpe3ChGGkdvaS7LmfsNrdR422xJqLsJvSvr,
2024-02-17 02:34:51 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000670365,0.0010974811,,,,3Lt9MoGhBBVBVeHbh5uuAMwekZULciTz5HWEEmKwp7MghDiryrURZeG9tzn89wjzmga2yfg9sr2Sgr2qAP1cZHRb,
2024-02-17 03:19:29 UTC,crypto_deposit,,,,,,Knox SOl,0.000002618,SOL,0.0002871991,,,,0.0002871991,,,,5DgGAZ7gHCLS7RhTs9shY37sJxAWQd8HJiWcNmGa2pH5kMJZaJfXisaktazgXWXdxpeZwDwnYVLhHaVf3trTMBRB,
2024-02-17 03:27:02 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.32125,NOS,1.197193998,,,,1.197193998,,,,62PWGwSqhAxaCAd8FsAm5JZnS4KKvYEWQFr6XduZB8vzYsT9E9QADRxUXfqHZ3UaQEeQuYjyr6MiyV4Fg6oazSh1,
2024-02-17 03:27:02 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000337502,0.0005485086,,,,62PWGwSqhAxaCAd8FsAm5JZnS4KKvYEWQFr6XduZB8vzYsT9E9QADRxUXfqHZ3UaQEeQuYjyr6MiyV4Fg6oazSh1,
2024-02-17 03:27:16 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000675005,0.0010970171,,,,5fb755c2GJSZCfKirC7dGsbm42FagpTGNYzA6ceMcyorVZ52UyMQzYMrdJo43TuvCnV4sBtieaedxJ9xhfm7pX1X,
2024-02-17 03:31:15 UTC,crypto_deposit,,,,,,Knox SOl,0.000002528,SOL,0.0002773259,,,,0.0002773259,,,,BRyuqdiVcJA15AFEWaSxzC77Jo14mfE33Af6qm7NEZZn2zXHjGrp1KYqEC2Wte13pgmwXt8WJSYBKn3YaSoy15f,
2024-02-17 03:33:59 UTC,crypto_deposit,,,,,,Knox SOl,0.00000367,SOL,0.0004026053,,,,0.0004026053,,,,J5q66SE3rG7dhPv3Jwga6PQtTf8pcSC17W2DtU6QUowBFLCWUKpRv35GUmUQe6YTrSg7wN8BfGzm4LxqMkLRGh9,
2024-02-17 04:27:55 UTC,crypto_deposit,,,,,,Solana (SOL) 10,0.33175,NOS,1.242231435,,,,1.242231435,,,,2fmQLYFqUxBjL5u3NVWqRxrr1yYCTbuNgx3ccFSgr8L15fzjcupD4eSFYKSTk3sD2NGhhcQ2gpdto7ALrbnDfTeo,
2024-02-17 04:27:55 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.000005,SOL,0.0005822588,,,,,,,-0.0000334067,0.0005488521,,,,2fmQLYFqUxBjL5u3NVWqRxrr1yYCTbuNgx3ccFSgr8L15fzjcupD4eSFYKSTk3sD2NGhhcQ2gpdto7ALrbnDfTeo,
2024-02-17 04:28:10 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000668135,0.0010977041,,,,4kVmVJxQm74umBNWLDjFdG5YscBKdY7bATetAp5n2gbkfMSR55UPTybohBhq7W8b76isVMUGJaNNM5wTJLsjiLe,
2024-02-17 04:55:07 UTC,crypto_deposit,,,,,,Knox SOl,0.000002958,SOL,0.0003247009,,,,0.0003247009,,,,4XRgUwQazCoNxg6riXASMXNnZWRTrjBo6P5tTRtLwB6G1HpjjADfhASQA4p5NQwNysAEcUWu6zv1nLz4hRQYqi7X,
2024-02-17 05:06:11 UTC,crypto_withdrawal,Cost,Solana (SOL) 10,0.00001,SOL,0.0011645176,,,,,,,-0.0000707778,0.0010937398,,,,4ZfKbmdagUtEiTnBfabZGJNSjrvUYEz9wUnJMNTr48SAtHJxTMzfUiV5nCy37nFGUVDbdPpfMAbaSFowsB2yaaGw,
